book_id,title,fantasy,classic,non_fiction,young_adult,fiction,adult,mystery,romance,children,author,year,rating,image_url
3873,"A History of God: The 4,000-Year Quest of Judaism, Christianity, and Islam",0,0,1,0,0,1,0,0,0,Karen Armstrong,1975,3.85,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1386924363l/3873.jpg
6514,The Bell Jar,0,1,0,1,1,1,0,0,0,Sylvia Plath,1963,3.98,https://images.gr-assets.com/books/1473890514m/6514.jpg
4004,The Pilgrimage,0,0,0,1,1,1,0,0,0,Paulo Coelho,1987,3.64,https://images.gr-assets.com/books/1307909268m/4004.jpg
4005,The Fifth Mountain,0,0,0,1,1,1,0,0,0,Paulo Coelho,1996,3.61,https://images.gr-assets.com/books/1358268472m/4005.jpg
4006,The Valkyries,0,0,0,1,1,1,0,0,0,Paulo Coelho,1988,3.3,https://images.gr-assets.com/books/1414013931m/4006.jpg
4008,"The Devil and Miss Prym (On the Seventh Day, #3)",0,0,0,1,1,1,0,0,0,Paulo Coelho,2000,3.59,https://images.gr-assets.com/books/1359082264m/4008.jpg
4099,The Pragmatic Programmer: From Journeyman to Master,0,0,1,0,0,1,0,0,0,Andrew Hunt,1999,4.31,https://images.gr-assets.com/books/1401432508m/4099.jpg
4122,Built to Last: Successful Habits of Visionary Companies,0,0,1,0,0,1,0,0,0,James C. Collins,1994,3.98,https://images.gr-assets.com/books/1412047084m/4122.jpg
4136,Holidays on Ice,0,0,0,1,1,1,0,0,0,David Sedaris,1997,3.95,https://images.gr-assets.com/books/1328330843m/4136.jpg
4381,Fahrenheit 451,0,1,0,1,1,1,0,0,0,Ray Bradbury,1953,3.97,https://images.gr-assets.com/books/1351643740m/4381.jpg
4214,Life of Pi,0,0,0,1,1,1,0,0,0,Yann Martel,2001,3.88,https://images.gr-assets.com/books/1320562005m/4214.jpg
4407,"American Gods (American Gods, #1)",0,0,0,1,1,1,0,0,0,Neil Gaiman,2001,4.11,https://images.gr-assets.com/books/1258417001m/4407.jpg
4830,Shalimar the Clown,0,0,0,0,1,1,0,0,0,Salman Rushdie,2005,3.86,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388809435l/4830.jpg
4894,Who Moved My Cheese?,0,0,1,0,0,1,0,0,0,Spencer Johnson,1998,3.74,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388639717l/4894.jpg
4835,"Haroun and the Sea of Stories (Khalifa Brothers, #1)",0,0,0,0,1,1,0,0,0,Salman Rushdie,1990,4.01,https://images.gr-assets.com/books/1419913148m/4835.jpg
5091,"The Dark Tower (The Dark Tower, #7)",0,0,0,1,1,1,1,0,0,Stephen King,2004,4.27,https://images.gr-assets.com/books/1372296329m/5091.jpg
5093,"Song of Susannah (The Dark Tower, #6)",0,0,0,1,1,1,1,0,0,Stephen King,2004,3.98,https://images.gr-assets.com/books/1372296326m/5093.jpg
5094,"The Drawing of the Three (The Dark Tower, #2)",0,0,0,1,1,1,1,0,0,Stephen King,1987,4.23,https://images.gr-assets.com/books/1370918050m/5094.jpg
5096,"Wizard and Glass (The Dark Tower, #4)",0,0,0,1,1,1,1,0,0,Stephen King,1997,4.24,https://images.gr-assets.com/books/1327946510m/5096.jpg
6969,Emma,0,1,0,1,1,1,0,1,0,Jane Austen,1815,3.99,https://images.gr-assets.com/books/1373627931m/6969.jpg
8909,The War of the Worlds,0,1,0,1,1,1,0,0,0,H.G. Wells,1897,3.8,https://images.gr-assets.com/books/1320391644m/8909.jpg
4981,Slaughterhouse-Five,0,1,0,0,1,1,1,0,0,Kurt Vonnegut Jr.,1969,4.06,https://images.gr-assets.com/books/1440319389m/4981.jpg
5139,The Devil Wears Prada,0,0,0,1,1,1,0,1,0,Lauren Weisberger,2003,3.7,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388179604l/5139.jpg
5107,The Catcher in the Rye,0,1,0,1,1,1,0,0,0,J.D. Salinger,1951,3.79,https://images.gr-assets.com/books/1398034300m/5107.jpg
4948,The Very Hungry Caterpillar Board Book,0,0,0,0,1,0,0,0,1,Eric Carle,1969,4.29,https://images.gr-assets.com/books/1327878225m/4948.jpg
11127,The Chronicles of Narnia,1,1,0,1,1,1,0,0,1,C.S. Lewis,1956,4.24,https://images.gr-assets.com/books/1449868701m/11127.jpg
5326,A Christmas Carol,1,1,0,1,1,1,0,0,0,Charles Dickens,1843,4.02,https://images.gr-assets.com/books/1406512317m/5326.jpg
4921,Three Men in a Boat ,0,1,0,1,1,1,0,0,0,Jerome . K. Jerome,1889,3.9,https://images.gr-assets.com/books/1392791656m/4921.jpg
5805,V for Vendetta,0,0,0,1,1,1,1,0,0,Alan Moore,1990,4.25,https://images.gr-assets.com/books/1343668985m/5805.jpg
5907,The Hobbit,1,1,0,1,1,1,0,0,1,J.R.R. Tolkien,1937,4.25,https://images.gr-assets.com/books/1372847500m/5907.jpg
12985,The Tempest,1,1,0,1,1,1,0,1,0,William Shakespeare,1623,3.8,https://images.gr-assets.com/books/1327793692m/12985.jpg
12996,Othello,0,1,0,1,1,1,1,1,0,William Shakespeare,1603,3.88,https://images.gr-assets.com/books/1459795105m/12996.jpg
13006,Julius Caesar,0,1,0,1,1,1,0,0,0,William Shakespeare,1599,3.65,https://images.gr-assets.com/books/1354574927m/13006.jpg
16328,"The Murder of Roger Ackroyd (Hercule Poirot, #4)",0,1,0,1,1,1,1,0,0,Agatha Christie,1926,4.2,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1389734015l/16328.jpg
16331,"Murder at the Vicarage (Miss Marple, #1)",0,1,0,1,1,1,1,0,0,Agatha Christie,1930,4.03,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388386575l/16331.jpg
16333,"At Bertram's Hotel (Miss Marple, #11)",0,1,0,1,1,1,1,0,0,Agatha Christie,1965,3.7,https://images.gr-assets.com/books/1375949033m/16333.jpg
16335,"The Mystery of the Blue Train (Hercule Poirot, #6)",0,1,0,1,1,1,1,0,0,Agatha Christie,1928,3.77,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1389733972l/16335.jpg
16341,"The Moving Finger (Miss Marple, #4)",0,1,0,1,1,1,1,0,0,Agatha Christie,1942,3.84,https://images.gr-assets.com/books/1396227246m/16341.jpg
4987,Jailbird,0,1,0,0,1,1,0,0,0,Kurt Vonnegut Jr.,1979,3.81,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1514676373l/4987.jpg
4965,Year of Wonders,0,0,0,0,1,1,0,0,0,Geraldine Brooks,2001,4,https://images.gr-assets.com/books/1327714834m/4953.jpg
4978,"Wolves of the Calla (The Dark Tower, #5)",0,0,0,1,1,1,1,0,0,Stephen King,2003,4.17,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1419360231l/4978._SY475_.jpg
4980,Breakfast of Champions,0,0,0,1,1,1,0,0,0,Kurt Vonnegut Jr.,1973,4.08,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327934446l/4980.jpg
4982,The Sirens of Titan,0,0,0,1,1,1,0,0,0,Kurt Vonnegut Jr.,1959,4.16,https://images.gr-assets.com/books/1327936622m/4965.jpg
4984,Bagombo Snuff Box,0,0,0,0,1,1,0,0,0,Kurt Vonnegut Jr.,1999,3.72,https://images.gr-assets.com/books/1419360231m/4978.jpg
4985,Welcome to the Monkey House,0,0,0,1,1,1,0,0,0,Kurt Vonnegut Jr.,1968,4.13,https://images.gr-assets.com/books/1330997432m/4979.jpg
4986,"God Bless You, Dr. Kevorkian",0,0,0,1,1,1,0,0,0,Kurt Vonnegut Jr.,1999,3.83,https://images.gr-assets.com/books/1327934446m/4980.jpg
4989,The Red Tent,0,0,0,0,1,1,0,0,0,Anita Diamant,1997,4.16,https://images.gr-assets.com/books/1419363185m/4982.jpg
5015,Saturday,0,0,0,0,1,1,1,0,0,Ian McEwan,2005,3.61,https://images.gr-assets.com/books/1297118346m/4983.jpg
5038,"The Pillars of Creation (Sword of Truth, #7)",1,0,0,1,1,1,1,0,0,Terry Goodkind,2001,3.67,https://images.gr-assets.com/books/1327353727m/4984.jpg
5043,"The Pillars of the Earth (The Kingsbridge Series, #1)",1,0,0,1,1,1,1,0,0,Ken Follett,1989,4.29,https://images.gr-assets.com/books/1381107552m/4985.jpg
5052,Code to Zero,0,0,0,1,1,1,1,0,0,Ken Follett,2000,3.64,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1309209804l/5052.jpg
5053,The Man From St. Petersburg,0,0,0,1,1,1,1,0,0,Ken Follett,1982,3.84,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1411331808l/5053.jpg
5055,Night Over Water,0,0,0,1,1,1,1,0,0,Ken Follett,1991,3.78,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388249830l/5055.jpg
5062,Jackdaws,0,0,0,1,1,1,1,0,0,Ken Follett,2001,3.91,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388296072l/5062.jpg
5064,"World Without End (The Kingsbridge Series, #2)",0,0,0,1,1,1,1,0,0,Ken Follett,2007,4.23,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327931636l/6315423.jpg
5068,Last Orders,0,0,0,1,1,1,0,0,0,Graham Swift,1996,3.68,https://images.gr-assets.com/books/1309209804m/5052.jpg
5128,The Doors of Perception & Heaven and Hell,0,0,1,0,0,1,0,0,0,Aldous Huxley,1956,3.96,https://images.gr-assets.com/books/1411331808m/5053.jpg
5129,Brave New World,0,0,0,1,1,1,1,0,0,Aldous Huxley,1932,3.97,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1575509280l/5129._SY475_.jpg
5148,A Separate Peace,0,0,0,1,1,0,1,0,0,John Knowles,1959,3.56,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1528860889l/5148._SY475_.jpg
5158,A Virtuous Woman,0,0,0,1,1,1,0,1,0,Kaye Gibbons,1989,3.67,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388593490l/5158.jpg
5159,Here on Earth,0,0,0,0,1,1,0,1,0,Alice Hoffman,1997,3.68,https://images.gr-assets.com/books/1457623323m/5068.jpg
5166,Midwives,0,0,0,0,1,1,0,0,0,Chris Bohjalian,1997,3.97,https://images.gr-assets.com/books/1395564378m/5084.jpg
5168,Where the Heart Is,0,0,0,1,1,1,0,1,0,Billie Letts,1995,4,https://images.gr-assets.com/books/1355037988m/5113.jpg
5171,Drowning Ruth,0,0,0,0,1,1,0,0,0,Christina Schwarz,2000,3.73,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1390180160l/5171.jpg
5175,"What Looks Like Crazy on an Ordinary Day (Idlewild, #1)",0,0,0,1,1,1,0,1,0,Pearl Cleage,1997,3.7,https://images.gr-assets.com/books/1375947566m/5128.jpg
5176,While I Was Gone,0,0,0,1,1,1,1,0,0,Sue Miller,1998,3.67,https://images.gr-assets.com/books/1487389574m/5129.jpg
5179,Mother of Pearl,0,0,0,0,1,1,1,0,0,Melinda Haynes,1999,3.67,https://images.gr-assets.com/books/1375947541m/5130.jpg
5186,"Breath, Eyes, Memory",0,0,0,0,1,1,0,0,0,Edwidge Danticat,1994,3.86,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1423684958l/5186.jpg
5190,Open House,0,0,0,0,1,1,1,1,0,Elizabeth Berg,2000,3.68,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388206007l/5190.jpg
5191,The Pilot's Wife,0,0,0,0,1,1,0,0,0,Anita Shreve,1998,3.5,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1435011220l/5191.jpg
5196,Tara Road,0,0,0,0,1,1,0,1,0,Maeve Binchy,1998,3.88,https://images.gr-assets.com/books/1388299278m/5159.jpg
5197,A Lesson Before Dying,0,0,0,0,1,1,0,0,0,Ernest J. Gaines,1993,3.93,https://images.gr-assets.com/books/1417404078m/5160.jpg
5198,Paradise,0,0,0,0,1,1,0,0,0,Toni Morrison,1997,3.77,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1558921210l/5198.jpg
5203,She's Come Undone,0,0,0,0,1,1,1,0,0,Wally Lamb,1992,3.84,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1543505339l/5203.jpg
5205,A Map of the World,0,0,0,0,1,1,1,0,0,Jane Hamilton,1992,3.78,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388228311l/5205.jpg
5211,A Fine Balance,0,0,0,0,1,1,0,0,0,Rohinton Mistry,1996,4.34,https://images.gr-assets.com/books/1327959469m/5168.jpg
5246,Ethan Frome,1,0,0,1,1,1,1,0,0,Edith Wharton,1911,3.35,https://images.gr-assets.com/books/1390180160m/5171.jpg
5296,An Ideal Husband,0,0,0,0,1,1,1,0,0,Oscar Wilde,1893,4.03,https://images.gr-assets.com/books/1481449709m/5174.jpg
5308,The Pearl,0,0,0,0,1,1,0,1,0,John Steinbeck,1947,3.41,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1437234939l/5308.jpg
5338,A Christmas Carol and Other Christmas Writings,1,1,0,1,1,1,0,0,0,Charles Dickens,1843,4.13,https://images.gr-assets.com/books/1495632082m/5176.jpg
5344,Hard Times,0,1,0,1,1,1,0,0,0,Charles Dickens,1854,3.5,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348651243l/5344.jpg
5345,The Innocent Man: Murder and Injustice in a Small Town,0,0,0,1,1,1,1,0,0,John Grisham,2006,3.79,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1441415135l/5345._SY475_.jpg
5346,The Last Juror,0,0,0,1,1,1,1,0,0,John Grisham,2004,3.85,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1386924294l/5346.jpg
5347,Bleachers,0,0,0,1,1,1,1,0,0,John Grisham,2003,3.46,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1386920942l/5347.jpg
5348,The Testament,0,0,0,1,1,1,1,0,0,John Grisham,1999,3.83,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1403174228l/5348.jpg
5349,The Rainmaker,0,0,0,1,1,1,1,0,0,John Grisham,1995,3.91,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388265477l/5349.jpg
5350,The Partner,0,0,0,1,1,1,1,0,0,John Grisham,1997,3.89,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388235158l/5350.jpg
5351,The Street Lawyer,0,0,0,1,1,1,1,0,0,John Grisham,1998,3.81,https://images.gr-assets.com/books/1435011220m/5191.jpg
5352,The Summons,0,0,0,1,1,1,1,0,0,John Grisham,2002,3.68,https://images.gr-assets.com/books/1403194637m/5196.jpg
5354,The Brethren,0,0,0,1,1,1,1,0,0,John Grisham,2000,3.71,https://images.gr-assets.com/books/1405866945m/5197.jpg
5355,The Chamber,0,0,0,1,1,1,1,0,0,John Grisham,1994,3.76,https://images.gr-assets.com/books/1327935897m/5198.jpg
5356,The King of Torts,0,0,0,1,1,1,1,0,0,John Grisham,2003,3.67,https://images.gr-assets.com/books/1408313457m/5203.jpg
5357,Skipping Christmas,0,0,0,1,1,1,1,0,0,John Grisham,2001,3.47,https://images.gr-assets.com/books/1309282868m/5204.jpg
5358,"The Firm (Penguin Readers, Level 5)",0,0,0,1,1,1,1,0,0,John Grisham,1991,3.99,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1418465200l/5358.jpg
5359,The Client,0,0,0,1,1,1,1,0,0,John Grisham,1993,3.97,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1554192326l/5359._SY475_.jpg
5360,A Painted House,0,0,0,1,1,1,1,0,0,John Grisham,2001,3.67,https://images.gr-assets.com/books/1389822254m/5246.jpg
5364,"Dragonfly in Amber (Outlander, #2)",1,0,1,1,1,1,0,1,0,Diana Gabaldon,1992,4.31,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1456114344l/5364.jpg
5367,"The Great Book of Amber (The Chronicles of Amber, #1-10)",1,0,1,1,1,1,0,0,0,Roger Zelazny,1999,4.31,https://images.gr-assets.com/books/1417045098m/5296.jpg
5368,Forever Amber ,0,0,0,0,1,1,0,1,0,Kathleen Winsor,1944,3.98,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1350464965l/5368.jpg
5369,The Amber Room,0,0,0,0,1,1,1,0,0,Steve Berry,2003,3.83,https://images.gr-assets.com/books/1437234939m/5308.jpg
5413,'Salem's Lot,1,0,0,1,1,1,1,0,0,Stephen King,2005,4.25,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327891565l/11590.jpg
5417,Carrie,0,0,0,1,1,1,1,0,0,Stephen King,1983,4.52,https://images.gr-assets.com/books/1388952779m/5338.jpg
5439,Interpreter of Maladies,0,0,0,1,1,1,0,0,0,Jhumpa Lahiri,1999,4.12,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1442586143l/5439._SY475_.jpg
5452,Girls in Pants: The Third Summer of the Sisterhood,0,0,0,1,1,0,0,0,1,Ann Brashares,2005,3.82,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320473346l/5452.jpg
5453,"Forever in Blue: The Fourth Summer of the Sisterhood (Sisterhood, #4)",0,0,0,1,1,0,0,0,1,Ann Brashares,2007,3.8,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1389829324l/5453.jpg
5454,"The Second Summer of the Sisterhood (Sisterhood, #2)",0,0,0,1,1,0,0,0,1,Ann Brashares,2003,3.78,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1467700995l/5454._SY475_.jpg
5470,1984,0,1,0,1,1,1,1,0,0,George Orwell,1949,4.14,https://images.gr-assets.com/books/1403174228m/5348.jpg
5472,Animal Farm,0,1,0,1,1,1,1,0,0,George Orwell,1950,4.26,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1325861570l/170448.jpg
5479,Brave New World ,0,0,0,1,1,1,1,0,0,Aldous Huxley,1932,4.16,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1575509280l/5129._SY475_.jpg
5481,Brave New World Revisited ,0,0,0,1,1,1,1,0,0,Aldous Huxley,1958,3.93,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1410136964l/5481.jpg
5508,Anne Frank: Beyond the Diary - A Photographic Remembrance,0,1,1,1,0,1,0,0,0,Anne Frank,1992,4.25,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388345168l/5508.jpg
5509,Anne Frank Remembered: The Story of the Woman Who Helped to Hide the Frank Family,0,0,1,1,0,1,0,0,0,Miep Gies,1987,4.26,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1437766396l/5509._SY475_.jpg
5509,Anne Frank Remembered: The Story of the Woman Who Helped to Hide the Frank Family,0,0,1,1,0,1,0,0,0,Alison Leslie Gold,1987,4.26,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1437766396l/5509._SY475_.jpg
5526,Dear John,0,0,0,1,1,1,0,1,0,Nicholas Sparks,2006,4.01,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1397749854l/5526.jpg
5527,All the King's Men,0,0,0,0,1,1,1,0,0,Robert Penn Warren,1946,4.08,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1342193852l/5527.jpg
5548,What Do You Care What Other People Think?,0,0,1,0,0,1,0,0,0,Richard Feynman,1988,4.28,https://images.gr-assets.com/books/1418465200m/5358.jpg
5559,Jack: Straight from the Gut,0,0,1,0,0,1,0,0,0,Jack Welch,2001,3.79,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1297699934l/5559.jpg
5575,Cradle and All,0,0,0,1,1,1,1,0,0,James Patterson,1980,3.87,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1436538932l/5575._SY475_.jpg
5659,The Wind in the Willows,1,1,0,0,1,0,0,0,1,Kenneth Grahame,1908,3.98,https://images.gr-assets.com/books/1456114344m/5364.jpg
5695,Demons,0,0,0,0,1,1,1,0,0,Fyodor Dostoyevsky,1872,4.26,https://images.gr-assets.com/books/1165519096m/5367.jpg
5697,The Complete Short Novels,0,0,0,0,1,1,0,0,0,Anton Chekhov,1896,4.47,https://images.gr-assets.com/books/1350464965m/5368.jpg
5720,Rainbow Six,1,0,0,1,1,1,1,0,0,Tom Clancy,1998,4.07,https://images.gr-assets.com/books/1329497506m/5369.jpg
5752,The Blank Slate: The Modern Denial of Human Nature,0,0,1,0,0,1,0,0,0,Steven Pinker,2002,4.07,https://images.gr-assets.com/books/1320478491m/5413.jpg
5755,The Language Instinct: How the Mind Creates Language,0,0,1,0,0,1,0,0,0,Steven Pinker,1994,4.05,https://images.gr-assets.com/books/1376725117m/5417.jpg
5759,Fight Club,0,0,0,1,1,1,1,0,0,Chuck Palahniuk,1996,4.2,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1558216416l/36236124._SY475_.jpg
5826,Bel Canto,0,0,0,1,0,1,1,1,0,Ann Patchett,2001,3.92,https://images.gr-assets.com/books/1320473346m/5452.jpg
5845,A Bend in the River,0,0,0,0,1,1,0,0,0,V.S. Naipaul,1979,3.77,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1353691563l/5845.jpg
5849,A House for Mr Biswas,0,0,0,0,1,1,0,0,0,V.S. Naipaul,1961,3.82,https://images.gr-assets.com/books/1467700995m/5454.jpg
5872,Regeneration ,0,0,0,0,1,1,0,0,0,Pat Barker,1991,4.03,https://images.gr-assets.com/books/1348990566m/5470.jpg
5890,The Woman in White,0,0,0,1,1,1,1,0,0,Wilkie Collins,1859,3.98,https://images.gr-assets.com/books/1327959366m/5472.jpg
5942,Anil's Ghost,0,0,0,0,1,1,1,0,0,Michael Ondaatje,2000,3.54,https://images.gr-assets.com/books/1331315450m/5479.jpg
5946,In the Skin of a Lion,0,0,0,0,1,1,0,0,0,Michael Ondaatje,1987,3.88,https://images.gr-assets.com/books/1410136964m/5481.jpg
5954,Narcissus and Goldmund,0,0,0,0,1,1,0,0,0,Hermann Hesse,1930,4.19,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1374680750l/5954.jpg
6138,The Moonstone,1,0,0,1,1,1,1,0,0,Wilkie Collins,1868,3.9,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1403192382l/6138.jpg
6149,Beloved,0,0,0,0,1,1,0,0,0,Toni Morrison,1987,3.77,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347984578l/6149.jpg
6150,"Cry, the Beloved Country",0,0,0,0,1,1,1,0,0,Alan Paton,1948,3.87,https://images.gr-assets.com/books/1397749854m/5526.jpg
6159,Reservation Blues,0,0,0,0,1,1,0,0,0,Sherman Alexie,1995,3.98,https://images.gr-assets.com/books/1342193852m/5527.jpg
6185,Wuthering Heights,0,1,0,0,1,1,0,1,0,Emily Bronte,1847,3.82,https://images.gr-assets.com/books/1297913068m/5548.jpg
6192,Disgrace,0,0,0,1,1,1,0,0,0,J.M. Coetzee,1999,3.83,https://images.gr-assets.com/books/1297699934m/5559.jpg
6193,Life and Times of Michael K,0,0,0,0,1,1,0,0,0,J.M. Coetzee,1983,3.85,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327203650l/6193.jpg
6259,Birdsong,0,0,0,0,1,1,0,1,0,Sebastian Faulks,1993,4.07,https://images.gr-assets.com/books/1423183570m/5659.jpg
6288,The Road,0,0,0,0,1,1,1,0,0,Cormac McCarthy,2006,3.95,https://images.gr-assets.com/books/1386958613m/5695.jpg
6294,Howl's Moving Castle,1,0,0,1,1,0,0,0,1,Diana Wynne Jones,1986,4.3,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1407450489l/6294.jpg
6310,Charlie and the Chocolate Factory,0,1,0,1,1,0,0,0,1,Roald Dahl,1964,4.1,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1309211401l/6310.jpg
6319,The BFG,0,1,0,0,1,0,0,0,1,Roald Dahl,1982,4.22,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327872673l/6319.jpg
6327,The Witches,0,1,0,1,1,0,0,0,1,Roald Dahl,1983,4.17,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1351707720l/6327.jpg
6328,Revolting Rhymes,0,1,0,0,1,0,0,0,1,Roald Dahl,1982,4.13,https://images.gr-assets.com/books/1357128997m/5759.jpg
6334,Never Let Me Go,0,0,0,1,1,1,1,0,0,Kazuo Ishiguro,2005,3.8,https://images.gr-assets.com/books/1352997328m/5826.jpg
6419,Plum Lovin',0,0,0,1,1,1,1,1,0,Janet Evanovich,2007,3.7,https://images.gr-assets.com/books/1353691563m/5845.jpg
6420,Visions of Sugar Plums,0,0,0,1,1,1,1,1,0,Janet Evanovich,2002,3.68,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1439320318l/6420._SY475_.jpg
6422,Four to Score,0,0,0,1,1,1,1,1,0,Janet Evanovich,1998,4.17,https://images.gr-assets.com/books/1365925619m/5872.jpg
6423,High Five,0,0,0,1,1,1,1,1,0,Janet Evanovich,1999,4.17,https://images.gr-assets.com/books/1295661017m/5890.jpg
6424,Seven Up,0,0,0,1,1,1,1,1,0,Janet Evanovich,2001,4.15,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1311720512l/6424.jpg
6425,Hard Eight,0,0,0,1,1,1,1,1,0,Janet Evanovich,2002,4.17,https://images.gr-assets.com/books/1405864361m/5946.jpg
6426,Motor Mouth,0,0,0,1,1,1,1,1,0,Janet Evanovich,2006,3.66,https://images.gr-assets.com/books/1374680750m/5954.jpg
6427,Two for the Dough,0,0,0,1,1,1,1,1,0,Janet Evanovich,1996,4.11,https://images.gr-assets.com/books/1403192382m/6138.jpg
6440,Ivanhoe,0,0,0,0,1,1,1,1,0,Walter Scott,1819,3.75,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1589480142l/6440.jpg
6520,My Friend Leonard,0,0,1,0,0,1,0,0,0,James Frey,2005,3.83,https://images.gr-assets.com/books/1344182368m/6150.jpg
6526,"Book of the Dead (Kay Scarpetta, #15)",0,0,0,0,1,1,1,0,0,Patricia Cornwell,2007,3.63,https://images.gr-assets.com/books/1398195783m/6159.jpg
6528,"Predator (Kay Scarpetta, #14)",0,0,0,0,1,1,1,0,0,Patricia Cornwell,2005,3.67,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1310552145l/6528.jpg
6530,"Trace (Kay Scarpetta, #13)",0,0,0,0,1,1,1,0,0,Patricia Cornwell,2004,3.76,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1310723816l/6530.jpg
6531,"Point of Origin (Kay Scarpetta, #9)",0,0,0,0,1,1,1,0,0,Patricia Cornwell,1998,4.02,https://images.gr-assets.com/books/1327203650m/6193.jpg
6534,"Postmortem (Kay Scarpetta, #1)",0,0,0,0,1,1,1,0,0,Patricia Cornwell,1990,4.01,https://images.gr-assets.com/books/1349952101m/6259.jpg
6537,"From Potter's Field (Kay Scarpetta, #6)",0,0,0,0,1,1,1,0,0,Patricia Cornwell,1995,4.02,https://images.gr-assets.com/books/1439197219m/6288.jpg
6538,Portrait of a Killer: Jack the Ripper - Case Closed,0,0,0,0,1,1,1,0,0,Patricia Cornwell,2002,3.44,https://images.gr-assets.com/books/1407450489m/6294.jpg
6539,"The Body Farm (Kay Scarpetta, #5)",0,0,0,0,1,1,1,0,0,Patricia Cornwell,1994,4.04,https://images.gr-assets.com/books/1309211401m/6310.jpg
6541,"Cause of Death (Kay Scarpetta, #7)",0,0,0,0,1,1,1,0,0,Patricia Cornwell,1996,3.93,https://images.gr-assets.com/books/1327872673m/6319.jpg
